,city,city_development_Index,gender,relevent_experience,enrolled_university,education_level,major_discipline,experience,company_size,company_type,last_new_job,training_hours,target
11277,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,5.0,Pvt Ltd,2,42,0
11278,city_103,0.92,Male,No relevent experience,no_enrollment,Graduate,Humanities,5,6.0,Public Sector,2,37,0
11279,city_160,0.92,Male,Has relevent experience,no_enrollment,Phd,STEM,10,,Public Sector,1,48,0
11280,city_114,0.9259999999999999,Male,No relevent experience,no_enrollment,Graduate,STEM,2,4.0,Pvt Ltd,1,46,0
11281,city_103,0.92,Male,Has relevent experience,Full time course,Graduate,STEM,2,1.0,Early Stage Startup,1,78,0
11282,city_99,0.915,Female,Has relevent experience,no_enrollment,Phd,STEM,30,6.0,Public Sector,never,110,0
11283,city_21,0.624,Other,Has relevent experience,no_enrollment,Graduate,Business Degree,0,2.0,Public Sector,1,102,1
11284,city_116,0.743,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,1.0,Early Stage Startup,1,8,0
11285,city_11,0.55,Male,Has relevent experience,Full time course,Masters,STEM,30,,Other,>4,128,1
11286,city_102,0.804,Other,Has relevent experience,Full time course,Graduate,STEM,14,3.0,Public Sector,2,46,0
11287,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,11,4.0,Public Sector,>4,24,0
11288,city_157,0.769,Male,Has relevent experience,Part time course,Masters,STEM,7,3.0,Other,3,13,0
11289,city_103,0.92,Female,Has relevent experience,no_enrollment,Graduate,STEM,10,8.0,NGO,3,84,0
11290,city_21,0.624,Other,Has relevent experience,no_enrollment,Graduate,STEM,11,6.0,Pvt Ltd,1,36,1
11291,city_28,0.9390000000000001,Male,Has relevent experience,no_enrollment,Masters,STEM,10,6.0,Pvt Ltd,1,6,0
11292,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,3,1.0,Pvt Ltd,2,34,0
11293,city_90,0.698,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,1.0,Pvt Ltd,never,100,0
11294,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,3.0,Pvt Ltd,1,52,0
11295,city_103,0.92,Male,No relevent experience,no_enrollment,Graduate,STEM,3,,Pvt Ltd,>4,74,0
11296,city_64,0.6659999999999999,Male,No relevent experience,Full time course,UH,,2,,Other,1,110,0
11297,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,30,3.0,Pvt Ltd,1,131,0
11298,city_21,0.624,Male,No relevent experience,Full time course,Graduate,STEM,4,,Other,1,6,1
11299,city_67,0.855,Male,No relevent experience,Full time course,Graduate,STEM,3,6.0,Pvt Ltd,1,51,0
11300,city_158,0.7659999999999999,Female,No relevent experience,Full time course,Graduate,STEM,8,,Other,never,56,0
11301,city_83,0.9229999999999999,Male,Has relevent experience,no_enrollment,Masters,STEM,12,6.0,Pvt Ltd,2,18,0
11302,city_10,0.895,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,7.0,Pvt Ltd,2,136,0
11303,city_162,0.767,Male,No relevent experience,Full time course,Graduate,STEM,4,,Other,1,14,1
11304,city_42,0.563,Other,Has relevent experience,Full time course,Phd,STEM,0,,Other,0,43,1
11305,city_136,0.897,Male,Has relevent experience,no_enrollment,Graduate,STEM,30,8.0,Public Sector,1,108,0
11306,city_73,0.754,Other,Has relevent experience,Full time course,UH,,15,3.0,Pvt Ltd,>4,41,0
11307,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,4.0,Pvt Ltd,1,70,0
11308,city_103,0.92,Female,Has relevent experience,no_enrollment,Graduate,STEM,13,8.0,Pvt Ltd,2,168,0
11309,city_21,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,14,3.0,Funded Startup,1,224,0
11310,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,30,8.0,Pvt Ltd,3,228,0
11311,city_84,0.698,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,5.0,Pvt Ltd,1,131,0
11312,city_67,0.855,Male,No relevent experience,Part time course,Graduate,STEM,2,7.0,Pvt Ltd,1,46,0
11313,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,,Other,1,44,0
11314,city_21,0.624,Other,Has relevent experience,no_enrollment,Graduate,STEM,2,4.0,Early Stage Startup,1,7,0
11315,city_21,0.624,Female,Has relevent experience,Full time course,Graduate,STEM,0,2.0,Pvt Ltd,1,68,1
11316,city_83,0.9229999999999999,Other,Has relevent experience,no_enrollment,Graduate,STEM,30,1.0,Pvt Ltd,>4,83,0
11317,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,1.0,Early Stage Startup,1,149,0
11318,city_73,0.754,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,7.0,Pvt Ltd,1,162,0
11319,city_65,0.802,Male,Has relevent experience,no_enrollment,Graduate,STEM,3,,Other,1,27,1
11320,city_165,0.903,Other,Has relevent experience,Full time course,Graduate,STEM,6,2.0,Funded Startup,>4,119,0
11321,city_149,0.6890000000000001,Other,No relevent experience,no_enrollment,UH,,12,,Other,never,41,0
11322,city_11,0.55,Other,No relevent experience,Full time course,Graduate,STEM,0,3.0,Other,never,72,1
11323,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,8.0,Pvt Ltd,1,3,0
11324,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,3.0,Pvt Ltd,2,28,0
11325,city_16,0.91,Other,Has relevent experience,no_enrollment,Graduate,STEM,7,2.0,Pvt Ltd,1,39,0
11326,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,,Other,1,184,1
11327,city_21,0.624,Other,No relevent experience,Part time course,Graduate,Other,5,2.0,Funded Startup,3,37,0
11328,city_21,0.624,Other,Has relevent experience,no_enrollment,Graduate,STEM,4,3.0,Pvt Ltd,1,40,1
11329,city_114,0.9259999999999999,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,8.0,Pvt Ltd,1,44,0
11330,city_114,0.9259999999999999,Male,Has relevent experience,no_enrollment,Masters,STEM,12,2.0,Early Stage Startup,1,23,0
11331,city_16,0.91,Other,Has relevent experience,no_enrollment,Masters,STEM,30,3.0,Pvt Ltd,3,138,0
11332,city_11,0.55,Other,Has relevent experience,no_enrollment,Graduate,STEM,15,4.0,Pvt Ltd,2,76,0
11333,city_36,0.893,Male,Has relevent experience,no_enrollment,Graduate,Other,5,3.0,Pvt Ltd,2,29,0
11334,city_75,0.9390000000000001,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,,Other,1,150,0
11335,city_16,0.91,Male,Has relevent experience,no_enrollment,Phd,STEM,9,8.0,Pvt Ltd,1,61,0
11336,city_84,0.698,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,,Other,3,25,0
11337,city_103,0.92,Male,Has relevent experience,no_enrollment,UH,,30,4.0,Pvt Ltd,1,130,0
11338,city_145,0.555,Other,No relevent experience,Full time course,Graduate,STEM,8,3.0,Pvt Ltd,1,7,0
11339,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,19,6.0,Pvt Ltd,>4,62,0
11340,city_21,0.624,Other,No relevent experience,Part time course,Graduate,STEM,0,,Other,0,89,1
11341,city_44,0.725,Other,Has relevent experience,no_enrollment,Masters,STEM,9,6.0,Pvt Ltd,2,18,0
11342,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,30,6.0,Public Sector,>4,92,0
11343,city_126,0.479,Other,No relevent experience,no_enrollment,UH,,2,5.0,Pvt Ltd,2,39,0
11344,city_77,0.83,Male,Has relevent experience,no_enrollment,UH,,8,3.0,Pvt Ltd,>4,25,0
11345,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,1.0,Pvt Ltd,1,294,0
11346,city_16,0.91,Other,Has relevent experience,no_enrollment,Masters,Business Degree,15,6.0,Pvt Ltd,2,1,0
11347,city_19,0.682,Male,Has relevent experience,no_enrollment,Graduate,STEM,30,4.0,Pvt Ltd,2,14,0
11348,city_71,0.884,Male,Has relevent experience,no_enrollment,Graduate,STEM,30,8.0,Pvt Ltd,>4,80,0
11349,city_65,0.802,Female,Has relevent experience,no_enrollment,Masters,STEM,12,,Other,1,88,0
11350,city_103,0.92,Other,Has relevent experience,no_enrollment,Graduate,STEM,8,4.0,Public Sector,1,8,0
11351,city_150,0.698,Other,No relevent experience,Full time course,UH,,4,,Other,2,54,0
11352,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,1.0,Pvt Ltd,2,32,1
11353,city_16,0.91,Male,Has relevent experience,no_enrollment,Phd,Humanities,30,,Other,>4,160,0
11354,city_21,0.624,Other,Has relevent experience,no_enrollment,Graduate,STEM,2,3.0,Pvt Ltd,0,10,0
11355,city_16,0.91,Other,Has relevent experience,no_enrollment,Graduate,STEM,10,3.0,Other,3,10,0
11356,city_14,0.698,Other,No relevent experience,Part time course,Graduate,STEM,30,3.0,Pvt Ltd,1,90,0
11357,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,30,8.0,Pvt Ltd,>4,21,0
11358,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,5.0,Pvt Ltd,2,36,0
11359,city_61,0.9129999999999999,Other,Has relevent experience,no_enrollment,Masters,STEM,18,4.0,Other,1,43,0
11360,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,6.0,Pvt Ltd,1,35,1
11361,city_9,0.743,Male,Has relevent experience,Part time course,Masters,STEM,11,4.0,Pvt Ltd,2,46,0
11362,city_102,0.804,Male,No relevent experience,no_enrollment,Graduate,STEM,2,,Other,never,53,1
11363,city_21,0.624,Female,Has relevent experience,no_enrollment,Masters,Business Degree,10,3.0,Pvt Ltd,1,15,1
11364,city_100,0.887,Male,No relevent experience,no_enrollment,Masters,STEM,10,,Other,2,24,1
11365,city_103,0.92,Other,Has relevent experience,no_enrollment,Graduate,STEM,14,4.0,Pvt Ltd,1,97,0
11366,city_16,0.91,Female,No relevent experience,Full time course,UH,,2,,Other,1,5,0
11367,city_16,0.91,Male,Has relevent experience,no_enrollment,UH,,30,3.0,Pvt Ltd,4,94,0
11368,city_103,0.92,Other,Has relevent experience,no_enrollment,Graduate,Business Degree,2,,Other,1,44,1
11369,city_103,0.92,Male,Has relevent experience,no_enrollment,UH,,4,,Other,never,40,0
11370,city_71,0.884,Male,Has relevent experience,no_enrollment,Graduate,Humanities,6,,Other,>4,28,0
11371,city_103,0.92,Other,Has relevent experience,no_enrollment,Graduate,Other,13,8.0,Pvt Ltd,1,34,0
11372,city_136,0.897,Other,No relevent experience,Full time course,UH,,5,,Other,never,18,0
11373,city_23,0.899,Male,Has relevent experience,no_enrollment,Masters,Other,15,1.0,Early Stage Startup,1,55,0
11374,city_21,0.624,Female,No relevent experience,Full time course,UH,,3,,Other,never,140,0
11375,city_103,0.92,Other,No relevent experience,no_enrollment,UH,,2,,Other,never,47,0
11376,city_173,0.878,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,,Other,1,20,0
11377,city_16,0.91,Male,Has relevent experience,no_enrollment,UH,,19,3.0,Pvt Ltd,>4,10,0
11378,city_45,0.89,Male,Has relevent experience,no_enrollment,Graduate,STEM,30,,Other,2,106,0
11379,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,30,8.0,Pvt Ltd,>4,23,0
11380,city_46,0.762,Other,No relevent experience,no_enrollment,Graduate,STEM,3,2.0,Pvt Ltd,2,110,1
11381,city_16,0.91,Male,Has relevent experience,no_enrollment,Masters,STEM,30,7.0,Pvt Ltd,2,36,0
11382,city_114,0.9259999999999999,Male,No relevent experience,Full time course,Graduate,STEM,6,3.0,Pvt Ltd,1,162,0
11383,city_72,0.795,Other,Has relevent experience,Full time course,Graduate,STEM,10,3.0,Other,1,29,0
11384,city_67,0.855,Other,No relevent experience,no_enrollment,Graduate,STEM,4,8.0,Pvt Ltd,2,75,0
11385,city_103,0.92,Male,No relevent experience,no_enrollment,UH,,3,,Pvt Ltd,never,16,0
11386,city_157,0.769,Other,No relevent experience,no_enrollment,UH,,1,,Other,0,29,0
11387,city_21,0.624,Other,Has relevent experience,Full time course,Graduate,STEM,5,,Other,0,145,0
11388,city_74,0.579,Other,No relevent experience,Full time course,UH,,4,,Other,never,38,0
11389,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,4.0,Pvt Ltd,1,46,0
11390,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,1.0,Funded Startup,3,38,0
11391,city_103,0.92,Female,Has relevent experience,no_enrollment,Graduate,STEM,4,4.0,Funded Startup,2,64,0
11392,city_21,0.624,Other,Has relevent experience,no_enrollment,Graduate,STEM,3,5.0,Pvt Ltd,2,20,1
11393,city_90,0.698,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,2.0,Pvt Ltd,1,11,0
11394,city_21,0.624,Other,Has relevent experience,no_enrollment,Graduate,STEM,4,7.0,Pvt Ltd,never,25,1
11395,city_139,0.48700000000000004,Male,Has relevent experience,Part time course,Graduate,STEM,5,2.0,Pvt Ltd,1,92,0
11396,city_21,0.624,Male,No relevent experience,Full time course,UH,,5,,Pvt Ltd,never,14,1
11397,city_114,0.9259999999999999,Male,Has relevent experience,no_enrollment,Masters,STEM,15,4.0,Pvt Ltd,2,75,0
11398,city_158,0.7659999999999999,Female,Has relevent experience,no_enrollment,Graduate,STEM,6,3.0,Pvt Ltd,4,8,0
11399,city_101,0.5579999999999999,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,2.0,Early Stage Startup,1,21,1
11400,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,1.0,Pvt Ltd,1,87,1
11401,city_103,0.92,Male,Has relevent experience,Part time course,Graduate,STEM,6,8.0,Pvt Ltd,1,32,0
11402,city_103,0.92,Male,No relevent experience,no_enrollment,Masters,STEM,1,,Other,1,28,1
11403,city_84,0.698,Male,Has relevent experience,Full time course,Graduate,STEM,10,,Other,1,16,0
11404,city_57,0.866,Male,Has relevent experience,no_enrollment,Masters,STEM,19,,Other,3,101,1
11405,city_145,0.555,Other,No relevent experience,Full time course,Graduate,STEM,2,,Other,1,64,1
11406,city_28,0.9390000000000001,Other,Has relevent experience,no_enrollment,UH,,18,3.0,Pvt Ltd,0,47,1
11407,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,17,8.0,Pvt Ltd,2,15,0
11408,city_16,0.91,Other,Has relevent experience,no_enrollment,Graduate,STEM,9,3.0,Funded Startup,2,11,0
11409,city_65,0.802,Other,Has relevent experience,no_enrollment,Masters,STEM,9,4.0,Pvt Ltd,1,2,0
11410,city_21,0.624,Male,No relevent experience,no_enrollment,Masters,STEM,5,4.0,Funded Startup,1,31,0
11411,city_73,0.754,Male,Has relevent experience,Part time course,Masters,STEM,11,5.0,Public Sector,1,2,1
11412,city_28,0.9390000000000001,Male,Has relevent experience,no_enrollment,Masters,Other,17,5.0,Public Sector,2,24,0
11413,city_103,0.92,Male,No relevent experience,Full time course,UH,,6,,NGO,never,56,0
11414,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,3.0,Pvt Ltd,1,14,1
11415,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,30,3.0,Funded Startup,2,22,0
11416,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,30,,Other,4,120,0
11417,city_36,0.893,Male,No relevent experience,no_enrollment,UH,,4,,Other,never,17,0
11418,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,7.0,Other,4,58,0
11419,city_46,0.762,Male,Has relevent experience,no_enrollment,Graduate,STEM,30,5.0,Public Sector,>4,22,0
11420,city_67,0.855,Male,No relevent experience,no_enrollment,Masters,Business Degree,15,,Other,2,23,0
11421,city_103,0.92,Other,Has relevent experience,Part time course,Graduate,STEM,4,8.0,Pvt Ltd,4,100,0
11422,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,30,4.0,Pvt Ltd,>4,314,0
11423,city_114,0.9259999999999999,Other,No relevent experience,Full time course,Graduate,STEM,5,6.0,Pvt Ltd,0,7,1
11424,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,6.0,Pvt Ltd,1,45,0
11425,city_103,0.92,Male,No relevent experience,Part time course,Graduate,Humanities,0,5.0,Pvt Ltd,1,13,1
11426,city_103,0.92,Female,Has relevent experience,no_enrollment,Graduate,STEM,8,,Other,1,3,0
11427,city_16,0.91,Male,Has relevent experience,no_enrollment,UH,,7,,Other,3,7,0
11428,city_114,0.9259999999999999,Female,No relevent experience,Part time course,Graduate,STEM,1,8.0,Pvt Ltd,1,33,0
11429,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,Humanities,30,,Other,>4,46,0
11430,city_101,0.5579999999999999,Male,No relevent experience,Full time course,Graduate,STEM,3,,Other,never,24,0
11431,city_143,0.74,Other,No relevent experience,Full time course,UH,,0,2.0,Pvt Ltd,3,80,0
11432,city_67,0.855,Male,Has relevent experience,no_enrollment,Phd,STEM,30,8.0,Pvt Ltd,2,153,0
11433,city_105,0.794,Male,Has relevent experience,Part time course,Graduate,STEM,8,4.0,Pvt Ltd,2,22,0
11434,city_23,0.899,Female,Has relevent experience,no_enrollment,Graduate,STEM,15,6.0,Pvt Ltd,never,12,0
11435,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,16,4.0,Pvt Ltd,2,82,0
11436,city_114,0.9259999999999999,Female,No relevent experience,no_enrollment,Masters,STEM,13,5.0,Public Sector,>4,44,0
11437,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,30,6.0,Pvt Ltd,2,5,0
11438,city_27,0.848,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,4.0,NGO,1,39,0
11439,city_55,0.7390000000000001,Other,Has relevent experience,no_enrollment,Masters,STEM,19,,Other,>4,13,1
11440,city_103,0.92,Female,Has relevent experience,no_enrollment,Graduate,STEM,12,7.0,Pvt Ltd,4,54,0
11441,city_90,0.698,Female,No relevent experience,no_enrollment,Graduate,STEM,2,,Other,1,144,1
11442,city_114,0.9259999999999999,Male,Has relevent experience,Part time course,Graduate,STEM,14,8.0,Pvt Ltd,>4,98,0
11443,city_103,0.92,Female,Has relevent experience,no_enrollment,UH,,12,,NGO,2,16,0
11444,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,3.0,Pvt Ltd,1,52,0
11445,city_103,0.92,Female,No relevent experience,Full time course,Graduate,STEM,4,2.0,Other,4,53,0
11446,city_55,0.7390000000000001,Other,No relevent experience,Full time course,Graduate,STEM,7,,Other,2,83,1
11447,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Business Degree,10,4.0,NGO,>4,22,0
11448,city_40,0.7759999999999999,Other,Has relevent experience,Full time course,Masters,STEM,8,3.0,Pvt Ltd,2,24,0
11449,city_138,0.836,Male,Has relevent experience,no_enrollment,Graduate,Humanities,30,,Pvt Ltd,1,130,0
11450,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,30,4.0,Pvt Ltd,>4,32,0
11451,city_73,0.754,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,2.0,Early Stage Startup,1,53,1
11452,city_45,0.89,Male,Has relevent experience,no_enrollment,Masters,STEM,10,4.0,Pvt Ltd,1,57,0
11453,city_83,0.9229999999999999,Male,No relevent experience,Part time course,Graduate,STEM,9,,Other,>4,4,1
11454,city_114,0.9259999999999999,Other,No relevent experience,Full time course,Graduate,Arts,6,,Other,1,25,0
11455,city_123,0.738,Female,Has relevent experience,no_enrollment,Graduate,STEM,7,1.0,Early Stage Startup,2,7,0
11456,city_16,0.91,Male,Has relevent experience,no_enrollment,Masters,STEM,30,6.0,Pvt Ltd,>4,98,0
11457,city_16,0.91,Male,Has relevent experience,Full time course,Masters,Humanities,5,5.0,Pvt Ltd,>4,14,0
11458,city_103,0.92,Other,No relevent experience,no_enrollment,Graduate,Humanities,30,8.0,Pvt Ltd,2,156,0
11459,city_103,0.92,Other,Has relevent experience,no_enrollment,UH,,30,,Other,>4,33,0
11460,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,19,,Other,>4,49,1
11461,city_28,0.9390000000000001,Male,No relevent experience,no_enrollment,Graduate,STEM,10,,Other,1,12,0
11462,city_16,0.91,Male,Has relevent experience,no_enrollment,UH,,7,,Other,1,45,0
11463,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,Business Degree,8,6.0,Pvt Ltd,2,308,0
11464,city_21,0.624,Other,Has relevent experience,no_enrollment,Graduate,STEM,4,,Pvt Ltd,never,2,1
11465,city_21,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,12,2.0,Pvt Ltd,1,59,0
11466,city_65,0.802,Male,No relevent experience,no_enrollment,Graduate,STEM,1,2.0,Other,1,51,1
11467,city_136,0.897,Male,Has relevent experience,no_enrollment,Masters,STEM,7,1.0,Early Stage Startup,2,76,0
11468,city_103,0.92,Other,No relevent experience,Full time course,UH,,3,3.0,Other,1,3,0
11469,city_61,0.9129999999999999,Male,Has relevent experience,no_enrollment,Masters,STEM,17,1.0,Funded Startup,1,11,0
11470,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,3.0,Pvt Ltd,>4,92,0
11471,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,5.0,Pvt Ltd,4,60,0
11472,city_105,0.794,Other,Has relevent experience,no_enrollment,Graduate,STEM,4,,Other,2,5,0
11473,city_75,0.9390000000000001,Female,Has relevent experience,no_enrollment,Masters,Other,10,6.0,Pvt Ltd,1,40,0
11474,city_141,0.763,Other,Has relevent experience,no_enrollment,Graduate,STEM,12,1.0,Pvt Ltd,never,97,0
11475,city_103,0.92,Other,Has relevent experience,no_enrollment,Masters,STEM,9,8.0,Pvt Ltd,1,23,0
11476,city_64,0.6659999999999999,Male,No relevent experience,no_enrollment,Graduate,Business Degree,17,5.0,Pvt Ltd,2,60,0
11477,city_16,0.91,Male,Has relevent experience,no_enrollment,Masters,STEM,30,,Other,1,43,0
11478,city_78,0.579,Male,Has relevent experience,no_enrollment,UH,,8,,Other,1,20,0
11479,city_72,0.795,Male,Has relevent experience,Part time course,Graduate,STEM,9,4.0,Pvt Ltd,4,52,0
11480,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,8.0,Pvt Ltd,1,86,0
11481,city_97,0.925,Male,No relevent experience,Full time course,UH,,5,,Pvt Ltd,never,46,0
11482,city_16,0.91,Male,No relevent experience,no_enrollment,Masters,Humanities,16,8.0,Pvt Ltd,4,18,0
11483,city_114,0.9259999999999999,Male,Has relevent experience,no_enrollment,Masters,STEM,8,4.0,Pvt Ltd,2,28,0
11484,city_45,0.89,Male,Has relevent experience,no_enrollment,Masters,STEM,30,3.0,Pvt Ltd,2,8,0
11485,city_114,0.9259999999999999,Male,Has relevent experience,no_enrollment,Masters,STEM,11,3.0,Pvt Ltd,2,62,0
11486,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Humanities,3,4.0,NGO,>4,68,1
11487,city_103,0.92,Other,Has relevent experience,no_enrollment,Masters,STEM,30,8.0,Pvt Ltd,3,43,0
11488,city_114,0.9259999999999999,Male,Has relevent experience,no_enrollment,Masters,STEM,8,3.0,Pvt Ltd,1,34,0
11489,city_160,0.92,Other,Has relevent experience,no_enrollment,Masters,STEM,8,8.0,Pvt Ltd,1,33,0
11490,city_77,0.83,Male,Has relevent experience,no_enrollment,Masters,STEM,14,6.0,Pvt Ltd,1,48,0
11491,city_21,0.624,Male,No relevent experience,Full time course,Graduate,STEM,4,,Other,never,70,1
11492,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,,Pvt Ltd,3,40,0
11493,city_100,0.887,Other,No relevent experience,Full time course,UH,,4,,Other,1,210,0
11494,city_141,0.763,Female,Has relevent experience,no_enrollment,Masters,STEM,9,4.0,Pvt Ltd,1,58,0
11495,city_19,0.682,Other,Has relevent experience,no_enrollment,Graduate,Other,6,3.0,Pvt Ltd,1,202,0
11496,city_103,0.92,Male,No relevent experience,no_enrollment,Masters,STEM,5,2.0,Funded Startup,3,194,0
11497,city_36,0.893,Male,No relevent experience,no_enrollment,UH,,5,,Other,never,43,0
11498,city_61,0.9129999999999999,Other,Has relevent experience,no_enrollment,Phd,STEM,30,4.0,Other,1,74,0
11499,city_114,0.9259999999999999,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,2.0,Pvt Ltd,>4,107,0
11500,city_143,0.74,Female,No relevent experience,no_enrollment,Graduate,STEM,6,8.0,Pvt Ltd,1,40,0
11501,city_21,0.624,Other,No relevent experience,no_enrollment,Graduate,STEM,0,,Other,1,111,1
11502,city_103,0.92,Male,No relevent experience,Full time course,Graduate,STEM,5,,Public Sector,1,164,0
11503,city_103,0.92,Male,No relevent experience,no_enrollment,UH,,2,,Other,never,41,0
11504,city_50,0.8959999999999999,Male,No relevent experience,no_enrollment,UH,,3,,Other,never,103,0
11505,city_114,0.9259999999999999,Other,No relevent experience,no_enrollment,Masters,STEM,8,8.0,Pvt Ltd,1,18,0
11506,city_41,0.8270000000000001,Male,Has relevent experience,no_enrollment,Masters,STEM,30,2.0,Pvt Ltd,>4,78,0
11507,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,4.0,Funded Startup,1,28,0
11508,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,30,,Other,>4,52,0
11509,city_11,0.55,Other,No relevent experience,Full time course,Graduate,STEM,2,,Other,never,12,1
11510,city_21,0.624,Other,Has relevent experience,no_enrollment,Masters,STEM,5,4.0,Pvt Ltd,2,17,1
11511,city_114,0.9259999999999999,Other,Has relevent experience,no_enrollment,Graduate,STEM,30,,Other,4,15,0
11512,city_101,0.5579999999999999,Other,No relevent experience,no_enrollment,Graduate,STEM,3,3.0,Pvt Ltd,1,27,0
11513,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,6.0,Pvt Ltd,1,7,0
11514,city_160,0.92,Other,No relevent experience,no_enrollment,UH,,6,2.0,Pvt Ltd,2,70,0
11515,city_103,0.92,Other,Has relevent experience,no_enrollment,Masters,STEM,30,,Other,3,107,1
11516,city_114,0.9259999999999999,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,1.0,Early Stage Startup,never,3,1
11517,city_100,0.887,Male,No relevent experience,Full time course,Graduate,STEM,6,,Other,never,140,0
11518,city_45,0.89,Male,Has relevent experience,no_enrollment,Masters,STEM,30,,Other,>4,6,0
11519,city_160,0.92,Male,Has relevent experience,Part time course,Graduate,STEM,7,3.0,NGO,2,74,0
11520,city_61,0.9129999999999999,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,4.0,Pvt Ltd,1,46,0
11521,city_67,0.855,Other,Has relevent experience,Full time course,Masters,STEM,12,,Other,2,91,0
11522,city_114,0.9259999999999999,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,6.0,Pvt Ltd,1,6,0
11523,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,Humanities,7,2.0,Pvt Ltd,1,8,0
11524,city_90,0.698,Male,Has relevent experience,Part time course,UH,,6,,Other,1,58,1
11525,city_21,0.624,Female,Has relevent experience,no_enrollment,Masters,STEM,8,5.0,Pvt Ltd,1,92,0
11526,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,9,6.0,Pvt Ltd,4,24,1
11527,city_21,0.624,Male,No relevent experience,no_enrollment,Graduate,STEM,0,8.0,Pvt Ltd,1,7,0
11528,city_73,0.754,Male,Has relevent experience,Full time course,Graduate,STEM,12,,Other,1,91,1
